cityCode,cityName, center code,Center name, Address,doctorCount,category, Contact number,longitude,latitude,Opening Time,Closing Time,Rush Time Start,Rush Time End,Number of Appointments,Doctor Name,Disease
674,BHUBANESHWAR,BH1,OLD AG COLONY,"Old A.G. Colony, Unit-IV,Bhubaneswar-751001",4,alopathic,0674-2393612,85.82943726,20.279497,8:00 AM,8:00 PM,9:00 AM,11:00 AM,52,Dr. Kumar,Stress
712,NAGPUR,NP1,Katol Road,"CPWD Colony, Katol Road, Nagpur-440013",7,alopathic,0712-2581773,79.06645966,21.169672,7:30 AM,7:30 PM,8:30 AM,10:30 AM,60,Dr. Mehta,Weight Loss
712,NAGPUR,NP2,Civil Lines,"Opposite CBI Quarters, Civil Lines, Nagpur-440001",2,alopathic,0712-2560310,79.0574646,21.158367,6:00 AM,6:00 PM,6:30 AM,8:30 AM,55,Dr. Sharma,Hypertension
712,NAGPUR,NP3,PANCH PAOLI,,3,alopathic,,79.10032654,21.173529,9:15 AM,9:15 PM,10:30 AM,12:30 PM,57,Dr. Joshi,Cold
712,NAGPUR,NP7,Sitabuldi,"Zero Miles, Near RBI Square, Beside Speed Post Office, Nagpur-440001",2,alopathic,0712- 2565169,79.08055115,21.15101,7:45 AM,7:45 PM,8:15 AM,10:15 AM,58,Dr. Singh,Back Pain
712,NAGPUR,NP9,Sakkardara,"Plot No. 470, Chaudhary Bhawan, Near Tiranga Chowk, Sakkardara, Nagpur-440024",3,alopathic,0712- 2749379,79.1163559,21.130936,6:30 AM,6:30 PM,7:00 AM,9:00 AM,54,Dr. Patel,Stress
79,AHMEDABAD,AH09,Maninagar,"1st floor,Ram bag post office,Rambag,Maninagar, Ahmedabad",4,alopathic,079 25467055,72.6010437,22.998863,8:30 AM,8:30 PM,9:30 AM,11:30 AM,64,Dr. Agarwal,Asthma
79,AHMEDABAD,AHA1,AYURVEDIC ASHRAM ROAD,,3,ayurvedic,,72.5692215,23.035265,9:00 AM,9:00 PM,10:00 AM,12:00 PM,66,Dr. Kapoor,Hypertension
80,BENGALURU,BA09,Wellnessd Center Gangenahalli,"No.11, 1st Cross, HGH Layout, Ganganagar, Bangalore-560032",6,alopathic,080 23330320,77.58743286,13.022677,7:15 AM,7:15 PM,8:00 AM,10:00 AM,59,Dr. Kumar,Weight Loss
11,DELHI/NCR,AY31,North Avenue (Ayur),"4-MP Flats, North Avenue, New Delhi",3,ayurvedic,23092794,77.19916534,28.618547,6:45 AM,6:45 PM,7:15 AM,9:15 AM,55,Dr. Sharma,Stress
11,DELHI/NCR,AY57,"R.K.Puram-V,(Sec-12)","Qr. 810, 818 – 825, Sector – XII,  R.K. Puram, New Delhi",3,ayurvedic,011-26175146,77.17580414,28.573278,7:30 AM,7:30 PM,8:30 AM,10:30 AM,59,Dr. Reddy,Hypertension
11,DELHI/NCR,AY60,Kingsway Camp Ayurvedic,"CGHS Wellness Centre KWC, New Police Line, Kingsway Camp, Delhi",2,ayurvedic,011-27459411,77.20196533,28.698978,9:00 AM,9:00 PM,10:00 AM,12:00 PM,66,Dr. Kapoor,Asthma
11,DELHI/NCR,AY63,Sadiq Nagar,"CGHS Wellness Centre, Sadiq Nagar Sector-3 (Near G.K. – I), N Delhi",2,ayurvedic,011-24623767,77.22678375,28.554974,8:15 AM,8:15 PM,9:30 AM,11:30 AM,62,Dr. Singh,Back Pain
11,DELHI/NCR,AY76,Kalibari (Ayur),"CGHS Building, Kali bari Marg, New Delhi",2,ayurvedic,23363178,77.20005798,28.629055,7:45 AM,7:45 PM,8:30 AM,10:30 AM,61,Dr. Agarwal,Weight Loss
11,DELHI/NCR,D10,Lodhi Road II,"Block 4-1, 3, 5, 7, Lodhi Road, New Delhi",6,alopathic,24611442,77.22511292,28.58217,6:30 AM,6:30 PM,7:30 AM,9:30 AM,60,Dr. Joshi,Arthritis
11,DELHI/NCR,D12,KIDWAI NAGAR,,10,alopathic,,77.20347595,28.5682,8:00 AM,8:00 PM,9:00 AM,11:00 AM,63,Dr. Mehta,Stress
11,DELHI/NCR,D15,LAXMIBAI NAGAR,"CGHS Wellness Centre, Near Navyug School, Laxmibai Nagar, Ndelhi",6,alopathic,011-26874643,77.20652008,28.575865,7:30 AM,7:30 PM,8:30 AM,10:30 AM,57,Dr. Kumar,Hypertension
11,DELHI/NCR,D3,Delhi Cantt,"Sadar Bazar, Delhi Cantt,Near Geeta Ashram,New Delhi-10",7,alopathic,25692914,77.11991119,28.590773,6:45 AM,6:45 PM,7:15 AM,9:15 AM,64,Dr. Patel,Asthma
11,DELHI/NCR,D33A,Jharoda Kalan,"Delhi Police Training College, Jharoda Kalan, Najafgarh, Delhi-72",5,alopathic,25315364,76.96034241,28.639637,9:30 AM,9:30 PM,10:30 AM,12:30 PM,58,Dr. Agarwal,Back Pain
11,DELHI/NCR,D36A,Dwarka,"Palam Dabri Road,Palam New Delhi-45 (Near Dwaraka Fly over)",9,alopathic,25056722,77.08275604,28.59262,7:00 AM,7:00 PM,8:00 AM,10:00 AM,62,Dr. Singh,Weight Loss
11,DELHI/NCR,D38,West Patel Nagr,"15/23,24 Basement, West Patel Nagar, New Delhi-8",5,alopathic,25882551,77.16700745,28.651194,6:00 AM,6:00 PM,6:30 AM,8:30 AM,59,Dr. Reddy,Stress
11,DELHI/NCR,D39,Andrews Ganj,"D-2, 65 & 66, Andrews Ganj. New Delhi",7,alopathic,011-26257628,77.23143005,28.565308,8:15 AM,8:15 PM,9:00 AM,11:00 AM,61,Dr. Joshi,Hypertension
11,DELHI/NCR,D4,Minto Road,"New Minto Road Hostel, Block-I, Minto Road Complex, N.Delhi",5,alopathic,23234625,77.22707367,28.639399,9:00 AM,9:00 PM,10:00 AM,12:00 PM,65,Dr. Mehta,Asthma
11,DELHI/NCR,D43,"R.K.Puram I,Sec 4","Q.No.817-818,Sector – IV, R.K.Puram, New Delhi",5,alopathic,011-26175132,77.17922974,28.56311,7:30 AM,7:30 PM,8:30 AM,10:30 AM,58,Dr. Agarwal,Arthritis
11,DELHI/NCR,D46,R K PURAM-II,"CGHS Wellness Centre Building, R.K. Puram, Sector – II, New Delhi",6,alopathic,011-26175323,77.1727829,28.564442,6:45 AM,6:45 PM,7:15 AM,9:15 AM,62,Dr. Sharma,Back Pain
11,DELHI/NCR,D52,"RK Puram IV,Sec8","CGHS Wellness Centre Building, Sector -VIII, R.K. Puram, New Delhi",10,alopathic,011-26173988,77.16693115,28.571602,7:00 AM,7:00 PM,8:30 AM,10:30 AM,60,Dr. Kapoor,Stress
11,DELHI/NCR,D59,Rajpur Road,"5, Rajpur Road, Old Police Line, Delhi-54",4,alopathic,011-23973646,77.21626282,28.66859,8:00 AM,8:00 PM,9:00 AM,11:00 AM,64,Dr. Patel,Weight Loss
11,DELHI/NCR,D67,Laxminagar,"CGHS Building, H-Block, ,Laxmi Nagar, Vikas Marg (Near Metro Station) Delhi-110092",12,alopathic,011-22543108 011-22466544,77.27727509,28.630802,6:30 AM,6:30 PM,7:30 AM,9:30 AM,55,Dr. Joshi,Asthma
11,DELHI/NCR,D71,MUNIRKA,"DDA Flat, JNU Campus, Munirka, New Delhi",4,alopathic,011-26741983,77.17024231,28.55014,7:15 AM,7:15 PM,8:00 AM,10:00 AM,59,Dr. Kumar,Stress
11,DELHI/NCR,D75,KALKAJI-II,"Qr. LIG DDA, Flat 38-B, 42-43A, 745A, Kalkaji, New Delhi",5,alopathic,011-26028746,77.25197601,28.531225,6:00 AM,6:00 PM,6:30 AM,8:30 AM,63,Dr. Agarwal,Hypertension
11,DELHI/NCR,D77,Mayur Vihar,"264 A, Mayur Vihar, Pocket-I, Phase-I, Trilok Kunj , Delhi-110091",10,alopathic,011-22751321,77.29402924,28.604736,8:15 AM,8:15 PM,9:30 AM,11:30 AM,58,Dr. Mehta,Back Pain
11,DELHI/NCR,D78,DAKSHINPURI(PUSHP VIHAR),"A-B/ 125,126,127 – Sector-IV , Pusp Vihar, New Delhi",7,alopathic,011-29563193,77.22632599,28.523653,9:30 AM,9:30 PM,10:30 AM,12:30 PM,62,Dr. Singh,Arthritis
11,DELHI/NCR,D81,Pitampura,"Qrtr. No. 421-425 Income Tax Colony, Uttari Pitam Pura, New Delhi-34",6,alopathic,27344481,77.11511993,28.691742,7:00 AM,7:00 PM,8:15 AM,10:15 AM,60,Dr. Joshi,Weight Loss
11,DELHI/NCR,D82,Sunder Vihar,Temporarily shifted to Paschim Vihar Wellness Center,4,alopathic,,77.10273743,28.669186,6:45 AM,6:45 PM,7:30 AM,9:30 AM,61,Dr. Patel,Asthma
11,DELHI/NCR,D84,Yamuna Vihar,"CGHS Wellness Centre, B2 Block, Yamuna Vihar, Delhi 110053",8,alopathic,011-22565516,77.26750946,28.701345,7:30 AM,7:30 PM,8:30 AM,10:30 AM,57,Dr. Sharma,Back Pain
11,DELHI/NCR,D87,Dilshad Garden ,"Pocket-B, Near Sarvodaya Vidyalaya, Dilshad Garden, Delhi-110095",6,alopathic,22596489,77.31359863,28.68036,8:00 AM,8:00 PM,9:00 AM,11:00 AM,64,Dr. Reddy,Stress
11,DELHI/NCR,D93,SUPREME COURT,,20,alopathic,,77.23838043,28.620775,6:30 AM,6:30 PM,7:00 AM,9:00 AM,62,Dr. Kapoor,Weight Loss
11,DELHI/NCR,HO32,South Avenue (Homeo),"B 154, South Avenue, New Delhi",2,homeo,23017698,77.19864655,28.608507,7:15 AM,7:15 PM,8:15 AM,10:15 AM,63,Dr. Joshi,Hypertension
11,DELHI/NCR,HO57,HOMEOPATHIC WC RKP-XII,,3,homeo,,77.17584991,28.573261,9:00 AM,9:00 PM,10:00 AM,12:00 PM,58,Dr. Kumar,Arthritis
11,DELHI/NCR,HO67,Laxmi Nagar Homeopathic,"2nd Floor, CGHS Building Laxmi Nagar, H-Block, Vikas Marg (Near Metro Station),Laxmi Nagar, Delhi-110092",2,homeo,011-22543108/ 22466544,77.27694702,28.630806,6:45 AM,6:45 PM,7:00 AM,9:00 AM,60,Dr. Agarwal,Asthma
11,DELHI/NCR,HO76,Kalibari (Homeo),"CGHS building, Kalibari Marg, New Delhi",3,homeo,23364574,77.20005798,28.629055,7:30 AM,7:30 PM,8:00 AM,10:00 AM,62,Dr. Patel,Weight Loss
11,DELHI/NCR,SA1,SIDHA WC LODHI ROAD,,1,siddha,,77.22452545,28.582287,6:15 AM,6:15 PM,7:15 AM,9:15 AM,61,Dr. Mehta,Stress
135,DHERADUN,DD1,CGHS Milan Vihar Wellness Centre,"20-Navyug Enclave, Indrapuram, Phase-III, Milan Vihar GMS Road Dehradun (Uttarakhand).",2,alopathic,0135-2726820,78.03953552,30.328388,8:15 AM,8:15 PM,9:00 AM,11:00 AM,64,Dr. Sharma,Back Pain
141,JAIPUR,JA2,JANTA COLONY,,2,alopathic,,75.83695221,26.907198,7:45 AM,7:45 PM,8:30 AM,10:30 AM,59,Dr. Joshi,Arthritis
20,PUNE,PU04,Kasba Peth,"Agneya”, 1st FloorPhadke Haud Chowk1422, Kasba PethPune 411 011.",2,alopathic,020-25652045,73.85990143,18.51888,9:30 AM,9:30 PM,10:30 AM,12:30 PM,60,Dr. Singh,Asthma
22,MUMBAI,MU11,Byculla,"Khan Mansion, Flat No.1, 15 Victoria Road Byculla, Mumbai – 400 027",1,alopathic,022–23722150,72.83562469,18.97616,7:00 AM,7:00 PM,8:30 AM,10:30 AM,62,Dr. Patel,Hypertension
22,MUMBAI,MU19,Mulund,"B/2, Type-II P & T. Colony,Mulund(W), Mumbai-400 080",4,alopathic,022–25616267,72.94424438,19.172121,6:45 AM,6:45 PM,7:15 AM,9:15 AM,55,Dr. Agarwal,Stress
22,MUMBAI,MU24,"KUJURMARG, POWAL","Naval Armament Depot campus, Kujurmarg, Powal, Mumbai – 400 078",5,alopathic,022–25784026,72.9233551,19.126501,8:00 AM,8:00 PM,9:30 AM,11:30 AM,61,Dr. Reddy,Weight Loss
22,MUMBAI,MU5,SANTAKRUZ,"Near Airport Colony,Bamanawada,Santacruz(w), Mumbai – 400 029",5,alopathic,022–28210971,72.85727692,19.103624,6:30 AM,6:30 PM,7:00 AM,9:00 AM,59,Dr. Mehta,Asthma
33,KOLKATA,KO14,Lake Town,"P – 112, Kalindi Housing Scheme, Kolkata-700089. (Near Kalindi Bus stop)",3,alopathic,25222137,88.40235901,22.608047,7:15 AM,7:15 PM,8:00 AM,10:00 AM,64,Dr. Kapoor,Back Pain
361,GUWAHATI,GT3,Gotanagar,"H/o Gokul Ch. Deka,H.No-6, P.N.G.B. Road, In front of Guwahati Nursery, Gotanagar,Guwahati-781033",2,alopathic,0361-2670255,91.67494202,26.13751,6:00 AM,6:00 PM,6:30 AM,8:30 AM,63,Dr. Joshi,Stress
361,GUWAHATI,GT6,GUWAHATI HOMEO 1,,3,homeo,,91.78816223,26.146744,9:00 AM,9:00 PM,10:00 AM,12:00 PM,62,Dr. Patel,Hypertension
364,SHILLONG,SH2,Wellness Centre Opp. Raj Bhawan,"Chief Medical Officer Incharge,CGHS Wellness Centre No.2, Opp. Raj Bhawan, Shillong-793001, Meghalaya",3,alopathic,0364-2504451,91.88684082,25.5722,7:30 AM,7:30 PM,8:30 AM,10:30 AM,58,Dr. Kumar,Weight Loss
381,AGARTALA,AG1,Agartala,,2,alopathic,,91.28557587,23.862661,7:45 AM,7:45 PM,8:30 AM,10:30 AM,63,Dr. Mehta,Severe Asthma
40,HYDERABAD,HY10,AG’S Colony,"AG’S Colony, Vikaspuri, Hyderabad",6,alopathic,040-23810449,78.43066406,17.449778,6:00 AM,6:00 PM,7:00 AM,9:00 AM,59,Dr. Reddy,Chronic Hypertension
40,HYDERABAD,HY11,Kakatiyanagar,"Hostel Suite No. 1 to 8, Hostel Complex, GPRA Quarters, Gachibowli, Hyderabad",5,alopathic,040-23002454,78.35646057,17.438862,8:30 AM,8:30 PM,9:30 AM,11:30 AM,61,Dr. Kumar,Heart Disease
44,CHENNAI,CH09,NUNGAMBAKKAM,C&B Block 1st Floor Shastri Bhavan Haddows Rd,4,alopathic,044-23458409,80.24804688,13.066692,7:00 AM,7:00 PM,8:00 AM,10:00 AM,62,Dr. Patel,Stroke
44,CHENNAI,CH11,RA PURAM,No 6 Kamaraj Saalai Ra Puram Chennai ,1,alopathic,044-23458411,80.25968933,13.021473,6:30 AM,6:30 PM,7:30 AM,9:30 AM,64,Dr. Joshi,Severe Back Pain
512,KANPUR,KN2,R. K. NAGAR,"110/58, R.K. Nagar, Kanpur",2,alopathic,0512-2542379,80.31963348,26.470814,9:15 AM,9:15 PM,10:00 AM,12:00 PM,66,Dr. Sharma,Cancer
512,KANPUR,KN9,Ratan Lal Nagar,"Plot No.8-11, Ratan Lal Nagar, Kanpur",10,alopathic,0512-2283399,80.28739166,26.444014,7:00 AM,7:00 PM,8:30 AM,10:30 AM,59,Dr. Agarwal,Severe Anxiety
522,LUCKNOW,LK1,Lucknow 1,,7,alopathic,,80.99488068,26.863432,8:15 AM,8:15 PM,9:15 AM,11:15 AM,55,Dr. Mehta,Parkinson�s Disease
522,LUCKNOW,LK3,Lucknow3,"CPB/G Prem Plaza, Kanpur Road, LDA Colony, Lucknow",5,alopathic,0522-2421992,80.90444183,26.79093,6:45 AM,6:45 PM,7:30 AM,9:30 AM,61,Dr. Reddy,Chronic Kidney Disease
522,LUCKNOW,LK5,Lucknow5,"12-B Mall Avenue, Lucknow 226001",6,alopathic,0522-2235139,80.94749451,26.83356,7:30 AM,7:30 PM,8:30 AM,10:30 AM,60,Dr. Kumar,Respiratory Failure
651,RANCHI,RA1,"NEW AG COLONY, DORANDA","New A.G. Colony Doranda, Ranchi, Jharkhand",4,alopathic,0651-2481901,85.31861115,23.343538,8:00 AM,8:00 PM,9:00 AM,11:00 AM,63,Dr. Patel,Heart Disease
712,NAGPUR,NADT,CHINDWARA ROAD,,1,alopathic,,79.08332062,21.176567,9:00 AM,9:00 PM,10:00 AM,12:00 PM,62,Dr. Sharma,Severe Stroke
712,NAGPUR,NP5,MEDICAL SQUARE,,3,alopathic,,79.09701538,21.131998,6:00 AM,6:00 PM,7:15 AM,9:15 AM,60,Dr. Joshi,Chronic Back Pain
712,NAGPUR,NP6,SHANKAR NAGAR,"Himalaya Meridian Aptt, Opp LAD College, Shivaji Nagar, Nagpur-440010",3,alopathic,0712-2249781,79.05664825,21.134077,7:45 AM,7:45 PM,8:30 AM,10:30 AM,58,Dr. Mehta,Asthma
79,AHMEDABAD,AH03,Navrangpura,"1, Jeevan Prakash Society, Nr. St. Xaviers High School Road Nr Darpan Six Road,Navrangpura",2,alopathic,079 26430021,0,0,8:30 AM,8:30 PM,9:30 AM,11:30 AM,59,Dr. Agarwal,Diabetes
79,AHMEDABAD,AH08,Laldarwaja,"GPO Compound, Laldarwaj, Mirzapur,Ahmedabad",4,alopathic,079 25506622,72.58381653,23.027882,7:15 AM,7:15 PM,8:30 AM,10:30 AM,60,Dr. Singh,Severe Hypertension
80,BENGALURU,BA05,Wellness Center Vijayanagara,"GPRA Quarters, Vijayanagara, Bangalore 5600",3,alopathic,080 23351893,77.53996277,12.973906,6:30 AM,6:30 PM,7:30 AM,9:30 AM,55,Dr. Patel,Stroke
80,BENGALURU,BA07,Wellness Center Koramangala,"GPRA Quarters, Koramangala, Bangalore-560034",6,alopathic,080 25539277,77.62081909,12.92536,9:00 AM,9:00 PM,10:00 AM,12:00 PM,62,Dr. Reddy,Cancer
80,BENGALURU,BA08,Wellness Center Domlur,GPRA Quarters Domlur 560071,4,alopathic,080 25355662,77.64233398,12.959418,7:45 AM,7:45 PM,8:15 AM,10:15 AM,61,Dr. Agarwal,Parkinson�s Disease
80,BENGALURU,BA11,CGHS Polyclinic,"3rd Floor, Ganesh Towers, Infantry Road, Bangalore 560001",6,alopathic,080 25589225,77.62081909,12.92536,7:30 AM,7:30 PM,8:30 AM,10:30 AM,63,Dr. Joshi,Severe Asthma
80,BENGALURU,BA12,KA AYUR1 BASAVANAGUDI,,1,ayurvedic,,77.54707336,12.934715,6:45 AM,6:45 PM,7:00 AM,9:00 AM,58,Dr. Sharma,Chronic Back Pain
80,BENGALURU,BA13,KA AYUR2 DOMLUR,,3,ayurvedic,,77.64003754,12.960297,8:00 AM,8:00 PM,9:30 AM,11:30 AM,62,Dr. Patel,Heart Disease
80,BENGALURU,BA14,KA HOMOEO SHIVAJINAGAR,,2,homeo,,77.60323334,12.980467,7:15 AM,7:15 PM,8:30 AM,10:30 AM,59,Dr. Singh,Severe Anxiety
80,BENGALURU,BA15,KA UNANI SHIVAJINAGAR,,1,unani,,77.603302,12.980249,6:00 AM,6:00 PM,7:30 AM,9:30 AM,64,Dr. Joshi,Respiratory Failure
891,VISAKHAPATNAM,HYV,VISAKHAPATNAM,,4,alopathic,,83.33178711,17.728617,7:00 AM,7:00 PM,8:00 AM,10:00 AM,60,Dr. Kumar,Cancer
11,DELHI/NCR,AY61,Janak Puri-I (Ayurvedic),"C-4A, Janak Puri ,Besides Janakpuri Superspeciality Hospital, New Delhi-58",2,ayurvedic,25534868,77.08933258,28.621658,9:15 AM,9:15 PM,10:15 AM,12:15 PM,55,Dr. Reddy,Stroke
11,DELHI/NCR,AY73,AYURVEDIC WC GURGAON SEC-5,"409 / Sector-5, Gurgaon",3,ayurvedic,0124-4064496,77.02024841,28.48208,7:30 AM,7:30 PM,8:30 AM,10:30 AM,63,Dr. Mehta,Diabetes
11,DELHI/NCR,AY80,Paschim Vihar (Ayurvedic),"Near Tagore Garden Bus Stand, Delhi-27",3,ayurvedic,25171213,77.11227417,28.645285,6:45 AM,6:45 PM,7:30 AM,9:30 AM,58,Dr. Sharma,Severe Hypertension
11,DELHI/NCR,D1,Gole Market,"CGHS Building, DIZ Area-II, Gole Market, New Delhi",6,alopathic,23743810,77.2027359,28.634432,8:15 AM,8:15 PM,9:30 AM,11:30 AM,61,Dr. Singh,Parkinson�s Disease
11,DELHI/NCR,D11,LAJPATNAGAR,"CGHS Disp. Building, Lajpat Nagar Market, New Delhi.",4,alopathic,011-29816439,77.23910522,28.572266,7:00 AM,7:00 PM,8:30 AM,10:30 AM,62,Dr. Joshi,Stroke
11,DELHI/NCR,D18,Pusa Road,"CGHS Lab & Polyclinic No. 1,23-Pusa Road, New Delhi-5",5,alopathic,"28758071, 28754318",77.18953705,28.644466,7:45 AM,7:45 PM,9:00 AM,11:00 AM,64,Dr. Patel,Severe Asthma
11,DELHI/NCR,D19,Dev Nagar,"Double Storey Qtrs.No.107,109,111,Block No.12, Opp Mother Dairy, Karol Bagh, Dev Nagar, New Delhi-5",4,alopathic,25860275,77.18402863,28.654448,6:30 AM,6:30 PM,7:15 AM,9:15 AM,55,Dr. Agarwal,Respiratory Failure
11,DELHI/NCR,D2,Pandara Road,"D-II/365-367, Pandara Road, New Delhi",4,alopathic,23385040 23073054,77.22740173,28.602995,8:00 AM,8:00 PM,9:00 AM,11:00 AM,60,Dr. Singh,Heart Disease
11,DELHI/NCR,D23,Chanakya Puri,"D-II/257, 259, Vinay Marg, New Delhi",12,alopathic,24673777 24122518,77.20863342,28.569805,6:45 AM,6:45 PM,7:30 AM,9:30 AM,63,Dr. Kumar,Chronic Back Pain
11,DELHI/NCR,D29,Nanak Pura,"CGHS Wellness Centre Building, Nanakpura, New Delhi",5,alopathic,011-24670444,77.16872406,28.58163,7:15 AM,7:15 PM,8:30 AM,10:30 AM,58,Dr. Joshi,Severe Anxiety
11,DELHI/NCR,D31,North Avenue,"31, North Avenue, New Delhi-1",8,alopathic,23094420,77.19965363,28.622715,9:00 AM,9:00 PM,10:30 AM,12:30 PM,61,Dr. Mehta,Stroke
11,DELHI/NCR,D32,South Avenue,"153, South Avenue , New Delhi-11",7,alopathic,23013490,77.19973755,28.60824,7:00 AM,7:00 PM,8:30 AM,10:30 AM,60,Dr. Patel,Chronic Hypertension
11,DELHI/NCR,D34,Telegraph Lane,"18-E, Telegraph Lane, New Delhi",4,alopathic,23326601 23318949,77.22183228,28.621157,8:15 AM,8:15 PM,9:00 AM,11:00 AM,63,Dr. Sharma,Asthma
11,DELHI/NCR,D40,Jangpura,"Q.No.46, 48, 50, 52, 56, Block No. 8, Jangpura, New Delhi",4,alopathic,011-24312213,77.24533081,28.582262,7:30 AM,7:30 PM,8:30 AM,10:30 AM,62,Dr. Reddy,Severe Back Pain
11,DELHI/NCR,D47,HAUZ KHAS,"CGHS Wellness Centre Building, Safdarjung Dev Area, N. Delhi.",8,alopathic,011-26567844,77.20210266,28.55045,6:45 AM,6:45 PM,7:15 AM,9:15 AM,64,Dr. Kumar,Heart Disease
11,DELHI/NCR,D56,GKG WC ,"F3/23,Krishna Nagar(Near Vijay Chowk),Delhi-51",4,alopathic,011-22512866,77.2840271,28.65882,8:00 AM,8:00 PM,9:00 AM,11:00 AM,61,Dr. Joshi,Stroke
11,DELHI/NCR,D57,"RK Puram V,Sec12","Qr. 810, 818 – 825, Sector – XII,  R.K. Puram, New Delhi",5,alopathic,011-26170472,77.17582703,28.57319,7:45 AM,7:45 PM,9:00 AM,11:00 AM,60,Dr. Agarwal,Severe Anxiety
11,DELHI/NCR,D6,Subzi Mandi,"A 517, Shastri Nagar, Delhi110052",3,alopathic,011-23655272,77.1829834,28.67464,9:00 AM,9:00 PM,10:00 AM,12:00 PM,55,Dr. Mehta,Respiratory Failure
11,DELHI/NCR,D61,Janakpuri-I,"C-4A, Janak Puri, Near Janakpuri Superspeciality Hospital, N. Delhi-58",12,alopathic,25551434,77.08933258,28.621658,7:15 AM,7:15 PM,8:15 AM,10:15 AM,62,Dr. Sharma,Chronic Kidney Disease
11,DELHI/NCR,D62,Ashok Vihar,"D-Block Phase-I, Ashok Vihar, New Delhi-52",5,alopathic,27242028,77.16370392,28.693634,8:30 AM,8:30 PM,9:30 AM,11:30 AM,63,Dr. Reddy,Cancer
11,DELHI/NCR,D68,Ghaziabad,"CGHS Building, Kamla Nehru Nagar, Ghaziabad, UP-201002",10,alopathic,0120-2789969,77.46369171,28.68051,7:00 AM,7:00 PM,8:00 AM,10:00 AM,59,Dr. Joshi,Parkinson�s Disease
11,DELHI/NCR,D69,"RK Puram VI,Sec 3","Qr. No. 833,837,839, Qr. No. 817, Sector –3, R.K. Puram, New Delhi",4,alopathic,011-26173911,77.17902374,28.55421,6:30 AM,6:30 PM,7:30 AM,9:30 AM,58,Dr. Patel,Severe Asthma
11,DELHI/NCR,D7,Timarpur,"CGHS Hospital/ Wellness Cenre , Lucknow Road,Timarpur, Delhi-54",7,alopathic,011-23813808,77.22129059,28.706646,9:15 AM,9:15 PM,10:15 AM,12:15 PM,62,Dr. Kumar,Diabetes
11,DELHI/NCR,D73,GURGAON,"409 / Sector-5, Gurgaon",10,alopathic,0124-4064496,77.02132416,28.482607,8:00 AM,8:00 PM,9:30 AM,11:30 AM,64,Dr. Agarwal,Stroke
11,DELHI/NCR,D85,Noida ,"R 51, Near Modern School, Sector-11, NOIDA, UP-201301.",10,alopathic,0120-2532312,77.33611298,28.599594,7:45 AM,7:45 PM,8:30 AM,10:30 AM,60,Dr. Sharma,Chronic Hypertension
11,DELHI/NCR,D86,Rohini-7,"Near Doon Public School, Sec-7, Nanakpura, Yadav Market, Delhi-85",6,alopathic,27040169,77.11855316,28.704813,7:00 AM,7:00 PM,8:30 AM,10:30 AM,61,Dr. Joshi,Severe Anxiety
11,DELHI/NCR,D9,"Aliganj,LodiRoad1","CGHS Building, Near Lodhi Road, New Delhi",6,alopathic,24611538,77.21806335,28.580954,6:45 AM,6:45 PM,7:30 AM,9:30 AM,62,Dr. Mehta,Heart Disease
11,DELHI/NCR,D90,SARITA VIHAR,"Plot No 11, Sarita Vihar, Institutional Area, Nr Telephone Exch, Delhi",4,alopathic,011-26940651,77.30066681,28.53862,7:15 AM,7:15 PM,8:15 AM,10:15 AM,63,Dr. Agarwal,Respiratory Failure
11,DELHI/NCR,D91,VASANT KUNJ,"111-A/9, Krishan Garh, Vasant Kunj, Delhi",6,alopathic,011-26123790,77.16953278,28.522001,9:00 AM,9:00 PM,10:30 AM,12:30 PM,58,Dr. Reddy,Parkinson�s Disease
11,DELHI/NCR,D96,Vasant Vihar,"80-C, CPWD Colony, Vasant Vihar,New Delhi",3,alopathic,011-26146573,77.16288757,28.55403,8:30 AM,8:30 PM,9:30 AM,11:30 AM,59,Dr. Patel,Severe Asthma
11,DELHI/NCR,HO42,HOMEOPATHIC WC KALKAJI-I,"CGHS Maternity Centre Building & Disp., Kalkaji, New Delhi",1,homeo,011-26430851,77.26003265,28.5397,6:00 AM,6:00 PM,7:00 AM,9:00 AM,64,Dr. Kumar,Stroke
11,DELHI/NCR,UN13,Sarojini Nagar Unani,"Y-324, Sarojini Nagar, New Delhi-110023",4,unani,011-24673551,77.20131683,28.576881,7:00 AM,7:00 PM,8:30 AM,10:30 AM,60,Dr. Joshi,Cancer
11,DELHI/NCR,UN98,Naraina Vihar (Unani),"C Block, Near Community Center, Naraina Vihar, Delhi-110028",2,unani,25778775,77.14344788,28.624931,8:00 AM,8:00 PM,9:00 AM,11:00 AM,63,Dr. Mehta,Chronic Kidney Disease
121,MEERUT,MR3,Vijay Nagar,"154, Western Kutchery Road, Vijay Nagar, Meerut",3,alopathic,0121-2640074,77.70441437,28.98993,7:30 AM,7:30 PM,8:30 AM,10:30 AM,62,Dr. Sharma,Severe Back Pain
121,MEERUT,MR5,S K Road,"Swasthya Bhawan, S.K. Road, Meerut",7,alopathic,0121-2763159,77.72096252,28.974173,6:30 AM,6:30 PM,7:00 AM,9:00 AM,61,Dr. Agarwal,Diabetes
121,MEERUT,MRA1,AbuLane Meerut,,2,ayurvedic,,77.70223999,28.997238,7:15 AM,7:15 PM,8:30 AM,10:30 AM,58,Dr. Reddy,Asthma
